obsid,lat_IND,lon_IND,roi_name,minimal_distance,lat_WORD,lon_WORD,time,MY
ESP_012461_0925,-87.3034,168.029,Portsmouth,1.2085733995482928,-87.302,167.801,2009-03-24 10:53:06,29
ESP_012077_0930,-86.8467,178.374,Pisaq,5.706512157332434,-86.8,178.0,2009-02-22 12:47:23,29
ESP_012499_0930,-86.8436,178.288,Pisaq,5.185987725996453,-86.8,178.0,2009-03-27 09:57:42,29
ESP_020780_0930,-86.8471,178.386,Pisaq,5.777626375895291,-86.8,178.0,2011-01-01 16:12:55,30
ESP_011431_0930,-86.842,178.244,Pisaq,4.928439641664036,-86.8,178.0,2009-01-03 04:41:59,29
PSP_002702_0935,-86.4331,175.508,Pisaq,44.139498616964964,-86.8,178.0,2007-02-22 23:22:02,28
ESP_011711_0930,-87.0015,98.933,Manhattan_Frontinella,1.7585187766106658,-86.98700000000001,99.05,2009-01-25 00:19:38,29
ESP_020176_0930,-86.9964,99.5592,Manhattan_Frontinella,3.1640385967987754,-86.98700000000001,99.05,2010-11-15 14:38:44,30
ESP_012990_0930,-87.0001,98.8753,Manhattan_Frontinella,1.785546535379466,-86.98700000000001,99.05,2009-05-04 16:10:56,29
ESP_020427_0930,-86.9902,99.4789,Manhattan_Frontinella,2.541924123893009,-86.98700000000001,99.05,2010-12-05 04:03:39,30
ESP_012634_0930,-87.0034,98.9935,Manhattan_Frontinella,1.8613611380604287,-86.98700000000001,99.05,2009-04-06 22:25:51,29
ESP_011856_0930,-86.9757,98.0414,Manhattan_Frontinella,6.065130720319042,-86.98700000000001,99.05,2009-02-05 07:29:23,29
ESP_020282_0930,-86.9894,99.4521,Manhattan_Frontinella,2.3749066673388235,-86.98700000000001,99.05,2010-11-23 20:53:04,30
ESP_012779_0930,-87.0014,98.9119,Manhattan_Frontinella,1.8002745037698076,-86.98700000000001,99.05,2009-04-18 05:35:59,29
PSP_003114_0930,-86.9847,100.066,Manhattan_Frontinella,5.972521364387455,-86.98700000000001,99.05,2007-03-27 01:50:42,28
PSP_003326_0930,-86.9972,98.973,Manhattan_Frontinella,1.2253764249712216,-86.98700000000001,99.05,2007-04-12 14:17:01,28
PSP_003220_0930,-86.9571,100.164,Manhattan_Frontinella,7.37216451246283,-86.98700000000001,99.05,2007-04-04 08:03:56,28
PSP_005104_0930,-87.0053,98.8685,Manhattan_Frontinella,2.3035265842377903,-86.98700000000001,99.05,2007-08-29 03:21:39,28
PSP_002652_0930,-86.914,96.5148,Manhattan_Frontinella,17.12692320148895,-86.98700000000001,99.05,2007-02-19 01:51:24,28
PSP_003826_0930,-86.9946,100.098,Manhattan_Frontinella,6.203176312950542,-86.98700000000001,99.05,2007-05-21 13:20:24,28
PSP_003273_0930,-86.9982,98.956,Manhattan_Frontinella,1.3668449144284318,-86.98700000000001,99.05,2007-04-08 11:10:33,28
PSP_002692_0930,-87.0047,99.0098,Manhattan_Frontinella,1.9908841483978035,-86.98700000000001,99.05,2007-02-22 04:39:33,28
PSP_004947_0930,-87.0007,98.9469,Manhattan_Frontinella,1.6450263543335222,-86.98700000000001,99.05,2007-08-16 21:44:20,28
PSP_002651_0930,-86.8582,97.1902,Manhattan_Frontinella,18.200197692641872,-86.98700000000001,99.05,2007-02-18 23:59:30,28
PSP_003219_0930,-86.9593,100.068,Manhattan_Frontinella,6.754107988737704,-86.98700000000001,99.05,2007-04-04 06:12:07,28
ESP_038110_0930,-86.9954,98.9057,Manhattan_Frontinella,1.2632956134104691,-86.98700000000001,99.05,2014-09-13 01:15:26,32
ESP_038625_0930,-87.0007,99.0585,Manhattan_Frontinella,1.5309747828336038,-86.98700000000001,99.05,2014-10-23 03:58:16,32
ESP_021642_0980,-81.9139,4.7858,BuenosAires,1.5466211027265875,-81.90100000000001,4.75,2011-03-09 20:18:57,30
ESP_012227_0980,-81.9149,4.7841,BuenosAires,1.6422053275809632,-81.90100000000001,4.75,2009-03-06 05:19:40,29
ESP_020376_0980,-81.9099,4.7671,BuenosAires,1.0296160655190378,-81.90100000000001,4.75,2010-12-01 04:42:59,30
ESP_012860_0980,-81.9113,4.7803,BuenosAires,1.2449974025830954,-81.90100000000001,4.75,2009-04-24 13:06:37,29
ESP_012939_0980,-81.908,4.7673,BuenosAires,0.8277033288058205,-81.90100000000001,4.75,2009-04-30 16:50:43,29
ESP_020297_0980,-81.9117,4.7769,BuenosAires,1.2675459887012228,-81.90100000000001,4.75,2010-11-25 00:58:18,30
ESP_020719_0980,-81.9104,4.7791,BuenosAires,1.145125873078001,-81.90100000000001,4.75,2010-12-27 22:10:15,30
